25,7,1.0
31,7,3.0
33,7,5.0
37,7,1.0
39,7,5.0
43,7,4.0
45,7,2.0
46,7,2.0
48,7,1.0
50,7,3.0
51,7,4.0
56,7,1.0
57,7,5.0
58,7,4.0
65,7,5.0
69,7,2.0
70,7,3.0
73,7,2.0
74,7,5.0
75,7,4.0
81,7,1.0
83,7,5.0
87,7,5.0
90,7,1.0
92,7,1.0
96,7,5.0
98,7,3.0
4,8,1.0
6,8,2.0
13,8,3.0
17,8,1.0
21,8,4.0
22,8,2.0
24,8,1.0
25,8,1.0
32,8,1.0
36,8,2.0
37,8,1.0
41,8,1.0
43,8,1.0
44,8,3.0
45,8,1.0
47,8,1.0
48,8,1.0
51,8,3.0
59,8,4.0
60,8,1.0
64,8,4.0
65,8,1.0
66,8,4.0
67,8,2.0
70,8,3.0
72,8,1.0
73,8,2.0
74,8,1.0
75,8,3.0
79,8,1.0
80,8,1.0
81,8,1.0
83,8,5.0
86,8,3.0
87,8,4.0
89,8,1.0
95,8,2.0
96,8,4.0
98,8,1.0
99,8,3.0
4,9,1.0
5,9,4.0
7,9,1.0
11,9,2.0
13,9,4.0
16,9,3.0
17,9,1.0
18,9,1.0
20,9,1.0
25,9,2.0
30,9,1.0
34,9,2.0
39,9,1.0
44,9,1.0
46,9,1.0
47,9,1.0
48,9,2.0
55,9,1.0
58,9,3.0
65,9,1.0
67,9,3.0
68,9,5.0
72,9,1.0
73,9,2.0
81,9,1.0
86,9,3.0
89,9,1.0
90,9,2.0
91,9,1.0
93,9,2.0
94,9,3.0
96,9,5.0
97,9,1.0
99,9,3.0
2,10,3.0
3,10,4.0
6,10,3.0
12,10,4.0
14,10,2.0
18,10,1.0
23,10,1.0
26,10,4.0
32,10,1.0
36,10,1.0
38,10,1.0
41,10,1.0
42,10,4.0
43,10,1.0
45,10,2.0
46,10,1.0
48,10,1.0
52,10,1.0
56,10,1.0
60,10,1.0
65,10,1.0
69,10,1.0
70,10,3.0
81,10,1.0
82,10,2.0
84,10,3.0
87,10,4.0
91,10,1.0
93,10,2.0
94,10,3.0
99,10,3.0
0,11,2.0
1,11,4.0
12,11,2.0
13,11,3.0
22,11,3.0
23,11,1.0
25,11,1.0
26,11,4.0
27,11,1.0
30,11,1.0
33,11,3.0
34,11,1.0
35,11,2.0
37,11,4.0
39,11,3.0
40,11,4.0
42,11,4.0
45,11,1.0
46,11,1.0
48,11,1.0
49,11,1.0
57,11,5.0
63,11,2.0
65,11,2.0
68,11,2.0
72,11,1.0
75,11,2.0
78,11,2.0
79,11,1.0
80,11,4.0
85,11,1.0
93,11,2.0
94,11,2.0
95,11,5.0
0,12,2.0
1,12,4.0
2,12,2.0
3,12,3.0
9,12,3.0
10,12,1.0
13,12,3.0
16,12,4.0
17,12,3.0
25,12,2.0
27,12,1.0
30,12,1.0
31,12,1.0
32,12,1.0
33,12,1.0
36,12,2.0
37,12,4.0
39,12,1.0
41,12,1.0
43,12,1.0
44,12,1.0
48,12,2.0
54,12,4.0
58,12,3.0
60,12,3.0
61,12,1.0
68,12,5.0
70,12,3.0
72,12,1.0
76,12,5.0
77,12,1.0
84,12,2.0
85,12,3.0
90,12,2.0
91,12,1.0
98,12,2.0
99,12,3.0
1,13,4.0
3,13,3.0
12,13,3.0
13,13,3.0
15,13,4.0
16,13,4.0
18,13,1.0
19,13,1.0
21,13,3.0
26,13,4.0
28,13,2.0
29,13,1.0
30,13,1.0
35,13,4.0
39,13,1.0
46,13,1.0
47,13,1.0
50,13,3.0
53,13,1.0
67,13,4.0
69,13,1.0
75,13,3.0
77,13,1.0
78,13,2.0
79,13,1.0
82,13,2.0
85,13,1.0
89,13,1.0
91,13,1.0
95,13,5.0
98,13,2.0
1,14,5.0
3,14,3.0
4,14,2.0
6,14,3.0
8,14,4.0
16,14,5.0
17,14,1.0
22,14,4.0
30,14,1.0
31,14,2.0
32,14,3.0
44,14,5.0
53,14,2.0
55,14,1.0
60,14,5.0
62,14,5.0
63,14,3.0
64,14,5.0
66,14,5.0
69,14,1.0
74,14,4.0
76,14,5.0
80,14,1.0
83,14,5.0
85,14,4.0
94,14,3.0
96,14,5.0
0,15,2.0
2,15,2.0
4,15,1.0
12,15,3.0
13,15,3.0
15,15,4.0
18,15,2.0
20,15,1.0
23,15,1.0
24,15,1.0
28,15,3.0
33,15,1.0
36,15,3.0
38,15,1.0
41,15,1.0
42,15,4.0
43,15,1.0
46,15,1.0
50,15,3.0
51,15,4.0
54,15,4.0
55,15,1.0
56,15,1.0
57,15,4.0
59,15,4.0
62,15,4.0
64,15,4.0
69,15,1.0
75,15,3.0
76,15,5.0
81,15,1.0
82,15,5.0
84,15,2.0
89,15,1.0
90,15,2.0
91,15,1.0
94,15,3.0
99,15,4.0
0,16,2.0
1,16,4.0
4,16,1.0
8,16,3.0
11,16,3.0
15,16,3.0
17,16,3.0
21,16,5.0
23,16,1.0
27,16,4.0
29,16,2.0
30,16,1.0
31,16,1.0
34,16,2.0
36,16,1.0
43,16,2.0
45,16,1.0
47,16,1.0
50,16,3.0
52,16,3.0
60,16,3.0
64,16,4.0
68,16,5.0
73,16,4.0
87,16,4.0
90,16,1.0
95,16,2.0
0,17,2.0
1,17,4.0
2,17,2.0
6,17,2.0
7,17,3.0
8,17,4.0
9,17,1.0
11,17,4.0
13,17,4.0
15,17,5.0
18,17,3.0
20,17,2.0
23,17,2.0
24,17,1.0
25,17,1.0
26,17,4.0
27,17,1.0
29,17,1.0
32,17,4.0
33,17,4.0
34,17,3.0
39,17,4.0
47,17,1.0
58,17,4.0
60,17,4.0
62,17,4.0
70,17,3.0
77,17,1.0
78,17,5.0
84,17,2.0
90,17,1.0
92,17,1.0
0,18,3.0
3,18,3.0
4,18,1.0
9,18,3.0
11,18,4.0
14,18,1.0
20,18,2.0
21,18,3.0
26,18,3.0
31,18,1.0
37,18,4.0
41,18,1.0
46,18,1.0
48,18,2.0
52,18,1.0
56,18,4.0
59,18,4.0
62,18,1.0
63,18,3.0
65,18,1.0
66,18,4.0
68,18,2.0
69,18,1.0
70,18,3.0
71,18,2.0
72,18,1.0
76,18,2.0
81,18,1.0
83,18,5.0
87,18,4.0
90,18,2.0
93,18,2.0
0,19,2.0
2,19,3.0
3,19,3.0
6,19,3.0
7,19,3.0
8,19,4.0
16,19,4.0
22,19,2.0
23,19,1.0
25,19,1.0
26,19,3.0
30,19,1.0
32,19,4.0
38,19,1.0
39,19,4.0
45,19,1.0
50,19,2.0
51,19,3.0
53,19,1.0
60,19,1.0
63,19,2.0
64,19,5.0
67,19,3.0
69,19,1.0
81,19,1.0
82,19,2.0
86,19,2.0
89,19,1.0
91,19,4.0
95,19,5.0
96,19,4.0
99,19,4.0
0,20,2.0
2,20,3.0
5,20,3.0
6,20,2.0
10,20,1.0
17,20,3.0
19,20,1.0
21,20,4.0
23,20,1.0
25,20,1.0
27,20,4.0
30,20,1.0
37,20,4.0
41,20,1.0
47,20,1.0
48,20,1.0
53,20,1.0
56,20,4.0
57,20,4.0
58,20,2.0
60,20,3.0
63,20,2.0
68,20,4.0
71,20,1.0
74,20,1.0
75,20,2.0
77,20,1.0
78,20,4.0
79,20,1.0
82,20,2.0
84,20,2.0
86,20,4.0
88,20,1.0
91,20,1.0
94,20,3.0
0,21,2.0
8,21,5.0
9,21,1.0
10,21,1.0
11,21,3.0
13,21,4.0
14,21,2.0
17,21,3.0
20,21,2.0
21,21,5.0
23,21,2.0
24,21,1.0
26,21,5.0
39,21,4.0
40,21,4.0
43,21,3.0
44,21,1.0
50,21,3.0
52,21,4.0
53,21,1.0
54,21,5.0
57,21,4.0
58,21,4.0
60,21,4.0
62,21,4.0
69,21,1.0
70,21,4.0
79,21,1.0
82,21,5.0
85,21,3.0
86,21,3.0
87,21,4.0
88,21,1.0
89,21,1.0
90,21,1.0
91,21,4.0
93,21,5.0
98,21,3.0
0,22,3.0
9,22,1.0
12,22,3.0
15,22,4.0
27,22,1.0
29,22,1.0
30,22,1.0
32,22,1.0
35,22,2.0
36,22,1.0
39,22,1.0
43,22,1.0
44,22,1.0
46,22,1.0
47,22,1.0
48,22,1.0
50,22,3.0
52,22,1.0
54,22,5.0
57,22,4.0
58,22,4.0
59,22,4.0
62,22,5.0
71,22,1.0
75,22,4.0
76,22,5.0
77,22,1.0
79,22,1.0
81,22,1.0
86,22,4.0
90,22,1.0
91,22,1.0
96,22,5.0
99,22,4.0
1,23,4.0
4,23,1.0
5,23,3.0
10,23,2.0
16,23,4.0
20,23,1.0
23,23,1.0
24,23,1.0
27,23,1.0
28,23,2.0
29,23,3.0
33,23,1.0
41,23,1.0
45,23,1.0
47,23,1.0
48,23,2.0
52,23,1.0
56,23,1.0
59,23,5.0
60,23,1.0
61,23,1.0
63,23,3.0
64,23,5.0
70,23,2.0
74,23,1.0
78,23,2.0
80,23,1.0
82,23,2.0
83,23,5.0
87,23,5.0
89,23,1.0
91,23,1.0
92,23,1.0
95,23,5.0
97,23,1.0
15,24,3.0
18,24,1.0
20,24,1.0
28,24,2.0
33,24,1.0
34,24,1.0
36,24,1.0
38,24,1.0
41,24,1.0
46,24,1.0
51,24,2.0
58,24,4.0
61,24,1.0
65,24,1.0
67,24,3.0
70,24,3.0
75,24,2.0
78,24,5.0
82,24,5.0
85,24,3.0
89,24,1.0
94,24,2.0
95,24,2.0
96,24,5.0
98,24,2.0
2,25,3.0
3,25,4.0
4,25,2.0
10,25,2.0
13,25,3.0
15,25,4.0
17,25,1.0
18,25,1.0
22,25,4.0
28,25,2.0
29,25,4.0
31,25,1.0
32,25,1.0
35,25,2.0
37,25,1.0
46,25,1.0
54,25,5.0
55,25,1.0
60,25,1.0
67,25,4.0
68,25,2.0
71,25,1.0
72,25,1.0
74,25,1.0
82,25,5.0
83,25,5.0
87,25,4.0
91,25,1.0
93,25,5.0
95,25,2.0
97,25,1.0
0,26,3.0
2,26,3.0
4,26,2.0
5,26,4.0
9,26,4.0
10,26,2.0
16,26,4.0
20,26,2.0
21,26,3.0
22,26,4.0
23,26,2.0
27,26,3.0
30,26,1.0
31,26,1.0
33,26,1.0
34,26,3.0
38,26,2.0
40,26,5.0
43,26,1.0
46,26,1.0
47,26,1.0
51,26,4.0
54,26,5.0
64,26,5.0
70,26,3.0
72,26,1.0
74,26,1.0
75,26,3.0
78,26,2.0
80,26,5.0
84,26,2.0
85,26,1.0
87,26,5.0
89,26,1.0
91,26,1.0
95,26,5.0
97,26,2.0
0,27,2.0
2,27,2.0
3,27,3.0
7,27,3.0
9,27,1.0
14,27,1.0
21,27,3.0
23,27,1.0
24,27,1.0
27,27,3.0
28,27,2.0
38,27,1.0
43,27,1.0
45,27,2.0
50,27,2.0
55,27,1.0
58,27,3.0
62,27,4.0
68,27,5.0
70,27,3.0
73,27,5.0
83,27,5.0
88,27,1.0
89,27,1.0
91,27,1.0
92,27,3.0
96,27,4.0
98,27,3.0
2,28,2.0
3,28,3.0
5,28,4.0
6,28,3.0
7,28,1.0
11,28,3.0
15,28,4.0
16,28,4.0
17,28,1.0
21,28,4.0
23,28,1.0
28,28,2.0
29,28,1.0
30,28,1.0
31,28,2.0
32,28,1.0
33,28,1.0
36,28,1.0
37,28,1.0
39,28,1.0
44,28,3.0
47,28,1.0
48,28,1.0
50,28,2.0
56,28,4.0
57,28,5.0
60,28,1.0
67,28,4.0
68,28,2.0
69,28,1.0
72,28,1.0
74,28,1.0
80,28,1.0
86,28,3.0
90,28,1.0
99,28,4.0
1,29,4.0
2,29,4.0
3,29,5.0
4,29,2.0
7,29,1.0
8,29,5.0
13,29,4.0
16,29,4.0
17,29,1.0
25,29,3.0
29,29,4.0
33,29,5.0
35,29,2.0
39,29,4.0
42,29,4.0
57,29,5.0
58,29,4.0
60,29,4.0
61,29,1.0
71,29,1.0
73,29,2.0
74,29,5.0
77,29,2.0
78,29,5.0
79,29,1.0
82,29,2.0
85,29,4.0
89,29,1.0
90,29,3.0
92,29,1.0
96,29,5.0
3,30,2.0
5,30,3.0
10,30,1.0
14,30,1.0
15,30,3.0
17,30,1.0
21,30,4.0
30,30,1.0
31,30,1.0
32,30,1.0
35,30,5.0
37,30,1.0
43,30,1.0
45,30,1.0
46,30,1.0
53,30,1.0
54,30,3.0
55,30,1.0
64,30,5.0
67,30,1.0
73,30,2.0
76,30,2.0
79,30,1.0
83,30,5.0
84,30,2.0
85,30,1.0
89,30,1.0
97,30,1.0
99,30,3.0
1,31,3.0
9,31,1.0
12,31,3.0
13,31,3.0
15,31,4.0
17,31,1.0
19,31,1.0
20,31,2.0
27,31,1.0
28,31,2.0
30,31,1.0
36,31,3.0
39,31,1.0
41,31,1.0
45,31,1.0
50,31,3.0
58,31,4.0
70,31,3.0
71,31,2.0
76,31,5.0
77,31,1.0
78,31,5.0
79,31,1.0
81,31,1.0
82,31,2.0
85,31,3.0
93,31,2.0
98,31,2.0
99,31,4.0
1,32,3.0
7,32,1.0
8,32,3.0
13,32,2.0
14,32,1.0
15,32,3.0
17,32,1.0
19,32,1.0
21,32,2.0
22,32,2.0
25,32,1.0
35,32,4.0
45,32,2.0
50,32,1.0
52,32,3.0
53,32,1.0
55,32,1.0
58,32,3.0
60,32,3.0
61,32,1.0
64,32,4.0
65,32,2.0
70,32,3.0
71,32,2.0
74,32,3.0
75,32,1.0
79,32,1.0
83,32,5.0
84,32,2.0
85,32,2.0
92,32,2.0
95,32,2.0
0,33,2.0
5,33,3.0
6,33,2.0
7,33,3.0
10,33,1.0
11,33,4.0
14,33,2.0
16,33,4.0
26,33,5.0
32,33,1.0
33,33,1.0
35,33,5.0
38,33,1.0
39,33,1.0
41,33,1.0
42,33,5.0
50,33,4.0
53,33,1.0
54,33,5.0
55,33,2.0
57,33,5.0
61,33,1.0
67,33,3.0
69,33,1.0
72,33,1.0
75,33,3.0
78,33,2.0
79,33,1.0
80,33,4.0
84,33,3.0
88,33,1.0
90,33,1.0
91,33,1.0
92,33,5.0
95,33,5.0
96,33,4.0
97,33,1.0
98,33,3.0
0,34,2.0
2,34,4.0
7,34,2.0
8,34,5.0
12,34,3.0
13,34,5.0
20,34,1.0
30,34,1.0
38,34,3.0
40,34,4.0
45,34,1.0
46,34,1.0
47,34,1.0
50,34,3.0
51,34,4.0
52,34,5.0
55,34,1.0
57,34,4.0
62,34,1.0
67,34,3.0
68,34,2.0
80,34,4.0
81,34,2.0
84,34,3.0
90,34,3.0
93,34,2.0
97,34,3.0
99,34,4.0
6,35,2.0
11,35,5.0
14,35,2.0
19,35,1.0
23,35,3.0
30,35,1.0
33,35,1.0
37,35,4.0
38,35,1.0
39,35,1.0
40,35,5.0
41,35,1.0
47,35,1.0
48,35,1.0
54,35,5.0
58,35,4.0
63,35,4.0
73,35,5.0
75,35,4.0
79,35,1.0
80,35,4.0
83,35,5.0
85,35,3.0
90,35,1.0
94,35,4.0
99,35,5.0
1,36,4.0
4,36,1.0
5,36,2.0
7,36,1.0
9,36,3.0
14,36,1.0
19,36,2.0
20,36,1.0
22,36,2.0
24,36,1.0
26,36,3.0
28,36,2.0
30,36,1.0
31,36,1.0
33,36,1.0
35,36,5.0
37,36,1.0
39,36,1.0
44,36,3.0
45,36,2.0
46,36,1.0
58,36,3.0
60,36,3.0
61,36,1.0
62,36,3.0
64,36,4.0
65,36,1.0
66,36,4.0
68,36,5.0
70,36,3.0
74,36,1.0
79,36,1.0
83,36,5.0
84,36,3.0
92,36,4.0
96,36,5.0
97,36,2.0
99,36,4.0
0,37,2.0
1,37,4.0
2,37,2.0
14,37,2.0
20,37,1.0
23,37,1.0
24,37,1.0
26,37,4.0
36,37,2.0
37,37,4.0
40,37,4.0
47,37,1.0
48,37,1.0
56,37,1.0
58,37,4.0
66,37,4.0
72,37,1.0
73,37,4.0
76,37,5.0
79,37,1.0
81,37,1.0
85,37,4.0
90,37,1.0
91,37,1.0
92,37,1.0
95,37,2.0
96,37,5.0
98,37,2.0
99,37,3.0
4,38,1.0
12,38,2.0
15,38,3.0
16,38,3.0
20,38,1.0
21,38,4.0
23,38,1.0
27,38,4.0
30,38,1.0
33,38,1.0
35,38,5.0
36,38,1.0
39,38,1.0
50,38,2.0
53,38,1.0
55,38,1.0
58,38,4.0
59,38,5.0
61,38,1.0
64,38,5.0
67,38,3.0
69,38,1.0
71,38,1.0
79,38,1.0
84,38,3.0
87,38,5.0
90,38,2.0
95,38,5.0
96,38,4.0
97,38,1.0
0,39,3.0
1,39,4.0
3,39,4.0
4,39,2.0
7,39,3.0
9,39,3.0
18,39,3.0
21,39,4.0
22,39,4.0
25,39,2.0
30,39,1.0
33,39,1.0
35,39,5.0
38,39,1.0
45,39,1.0
47,39,1.0
48,39,2.0
50,39,3.0
51,39,3.0
52,39,1.0
54,39,5.0
56,39,4.0
58,39,4.0
64,39,4.0
66,39,4.0
68,39,5.0
70,39,2.0
72,39,1.0
77,39,1.0
78,39,5.0
86,39,3.0
88,39,1.0
92,39,4.0
94,39,4.0
96,39,5.0
97,39,1.0
4,40,3.0
6,40,3.0
9,40,5.0
10,40,3.0
12,40,3.0
14,40,2.0
15,40,4.0
16,40,4.0
19,40,4.0
20,40,1.0
22,40,4.0
23,40,1.0
29,40,5.0
30,40,1.0
32,40,1.0
38,40,1.0
45,40,3.0
47,40,2.0
57,40,5.0
59,40,5.0
62,40,1.0
65,40,1.0
66,40,5.0
70,40,4.0
72,40,1.0
74,40,1.0
78,40,2.0
85,40,1.0
90,40,4.0
93,40,2.0
97,40,1.0
98,40,3.0
1,41,4.0
2,41,3.0
4,41,1.0
9,41,3.0
13,41,3.0
14,41,1.0
22,41,3.0
24,41,1.0
28,41,2.0
30,41,1.0
32,41,1.0
34,41,1.0
36,41,3.0
40,41,2.0
42,41,4.0
47,41,1.0
50,41,2.0
51,41,4.0
54,41,4.0
61,41,1.0
72,41,1.0
79,41,1.0
81,41,1.0
83,41,5.0
84,41,2.0
85,41,1.0
95,41,5.0
98,41,2.0
99,41,3.0
1,42,4.0
2,42,4.0
5,42,4.0
6,42,3.0
10,42,1.0
11,42,3.0
12,42,3.0
16,42,3.0
19,42,1.0
23,42,2.0
31,42,1.0
37,42,1.0
38,42,2.0
39,42,1.0
41,42,1.0
43,42,1.0
44,42,4.0
47,42,1.0
50,42,2.0
51,42,4.0
52,42,1.0
58,42,3.0
60,42,4.0
67,42,4.0
70,42,4.0
82,42,2.0
83,42,5.0
85,42,3.0
87,42,5.0
91,42,1.0
92,42,1.0
94,42,3.0
95,42,5.0
97,42,2.0
98,42,4.0
0,43,3.0
1,43,4.0
5,43,3.0
12,43,4.0
18,43,3.0
20,43,1.0
24,43,1.0
28,43,3.0
30,43,1.0
32,43,4.0
40,43,5.0
45,43,1.0
46,43,1.0
51,43,5.0
52,43,5.0
53,43,1.0
56,43,1.0
62,43,1.0
63,43,3.0
69,43,1.0
71,43,1.0
73,43,5.0
76,43,2.0
78,43,2.0
80,43,4.0
82,43,2.0
87,43,4.0
94,43,3.0
95,43,2.0
96,43,5.0
97,43,1.0
99,43,3.0
0,44,2.0
1,44,3.0
3,44,3.0
4,44,2.0
6,44,3.0
7,44,2.0
8,44,4.0
9,44,4.0
12,44,2.0
13,44,3.0
19,44,3.0
21,44,3.0
25,44,3.0
29,44,4.0
31,44,1.0
35,44,5.0
37,44,3.0
39,44,3.0
40,44,3.0
45,44,1.0
47,44,1.0
52,44,3.0
62,44,5.0
66,44,4.0
73,44,4.0
74,44,4.0
75,44,3.0
79,44,1.0
80,44,3.0
82,44,2.0
83,44,5.0
84,44,1.0
89,44,1.0
91,44,3.0
94,44,3.0
96,44,4.0
97,44,2.0
98,44,3.0
3,45,3.0
6,45,3.0
10,45,1.0
11,45,4.0
12,45,4.0
13,45,4.0
17,45,1.0
21,45,3.0
25,45,1.0
27,45,3.0
29,45,1.0
30,45,1.0
34,45,3.0
44,45,1.0
48,45,1.0
49,45,1.0
52,45,1.0
60,45,3.0
62,45,4.0
65,45,1.0
68,45,5.0
72,45,1.0
79,45,1.0
86,45,3.0
87,45,4.0
88,45,1.0
92,45,3.0
96,45,5.0
1,46,4.0
6,46,3.0
7,46,1.0
9,46,1.0
16,46,4.0
20,46,1.0
25,46,1.0
26,46,4.0
28,46,3.0
29,46,1.0
31,46,1.0
33,46,1.0
36,46,1.0
47,46,1.0
59,46,5.0
64,46,5.0
65,46,1.0
70,46,5.0
71,46,4.0
73,46,2.0
76,46,2.0
78,46,2.0
82,46,2.0
83,46,5.0
86,46,3.0
90,46,1.0
91,46,1.0
98,46,3.0
1,47,5.0
5,47,3.0
6,47,3.0
8,47,5.0
9,47,1.0
10,47,1.0
13,47,4.0
20,47,1.0
36,47,3.0
37,47,1.0
40,47,2.0
41,47,1.0
42,47,4.0
47,47,1.0
49,47,1.0
51,47,4.0
53,47,1.0
59,47,4.0
62,47,1.0
64,47,4.0
69,47,1.0
75,47,3.0
77,47,1.0
78,47,2.0
80,47,1.0
81,47,1.0
82,47,2.0
84,47,2.0
89,47,1.0
91,47,4.0
92,47,1.0
98,47,2.0
0,48,1.0
2,48,3.0
6,48,2.0
9,48,1.0
11,48,3.0
12,48,3.0
15,48,3.0
16,48,4.0
20,48,2.0
21,48,4.0
26,48,4.0
27,48,4.0
34,48,3.0
36,48,1.0
40,48,3.0
41,48,1.0
42,48,5.0
44,48,1.0
47,48,1.0
50,48,2.0
54,48,5.0
58,48,3.0
63,48,2.0
65,48,3.0
66,48,5.0
68,48,5.0
69,48,1.0
72,48,1.0
80,48,3.0
85,48,3.0
87,48,5.0
98,48,2.0
99,48,4.0
8,49,5.0
9,49,1.0
15,49,4.0
19,49,1.0
21,49,5.0
22,49,4.0
23,49,1.0
25,49,1.0
26,49,5.0
29,49,1.0
30,49,1.0
31,49,1.0
33,49,5.0
36,49,1.0
46,49,1.0
54,49,5.0
55,49,1.0
57,49,4.0
59,49,4.0
63,49,3.0
69,49,1.0
73,49,2.0
86,49,4.0
89,49,1.0
91,49,4.0
93,49,5.0
1,50,3.0
2,50,3.0
4,50,1.0
10,50,2.0
11,50,3.0
13,50,3.0
14,50,2.0
21,50,3.0
22,50,3.0
30,50,1.0
31,50,1.0
35,50,5.0
36,50,3.0
41,50,1.0
42,50,5.0
49,50,3.0
53,50,1.0
55,50,1.0
59,50,4.0
61,50,1.0
64,50,4.0
66,50,4.0
67,50,2.0
72,50,1.0
74,50,4.0
79,50,1.0
85,50,3.0
86,50,4.0
99,50,3.0
4,51,1.0
5,51,3.0
6,51,2.0
8,51,5.0
11,51,3.0
19,51,3.0
22,51,2.0
23,51,2.0
27,51,3.0
29,51,3.0
35,51,5.0
36,51,1.0
41,51,1.0
50,51,1.0
56,51,4.0
57,51,4.0
64,51,4.0
66,51,4.0
67,51,1.0
68,51,2.0
69,51,1.0
70,51,3.0
86,51,3.0
88,51,1.0
89,51,1.0
90,51,2.0
93,51,2.0
94,51,3.0
6,52,1.0
19,52,1.0
21,52,4.0
22,52,2.0
25,52,1.0
29,52,1.0
32,52,1.0
33,52,1.0
34,52,1.0
41,52,1.0
42,52,5.0
48,52,1.0
51,52,3.0
54,52,4.0
55,52,1.0
58,52,4.0
64,52,4.0
67,52,2.0
69,52,1.0
75,52,3.0
77,52,1.0
78,52,5.0
82,52,5.0
85,52,3.0
86,52,3.0
93,52,5.0
94,52,3.0
95,52,2.0
0,53,2.0
11,53,3.0
15,53,4.0
16,53,3.0
20,53,1.0
21,53,3.0
25,53,1.0
27,53,3.0
32,53,1.0
33,53,1.0
38,53,1.0
43,53,1.0
44,53,1.0
55,53,1.0
56,53,4.0
62,53,1.0
66,53,5.0
71,53,1.0
72,53,1.0
74,53,1.0
79,53,1.0
80,53,4.0
88,53,1.0
91,53,1.0
93,53,5.0
95,53,5.0
97,53,1.0
99,53,5.0
0,54,3.0
1,54,4.0
5,54,3.0
6,54,2.0
8,54,3.0
16,54,4.0
20,54,1.0
22,54,3.0
26,54,5.0
31,54,1.0
32,54,2.0
34,54,1.0
35,54,2.0
36,54,3.0
